gene_id,NC-1_FPKM,NC-2_FPKM,NC-3_FPKM,si-hnrnpa2b1-1_FPKM,si-hnrnpa2b1-2_FPKM,si-hnrnpa2b1-3_FPKM,NC-1_count,NC-2_count,NC-3_count,si-hnrnpa2b1-1_count,si-hnrnpa2b1-2_count,si-hnrnpa2b1-3_count
ENSRNOG00000061752,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000004723,30.86529273,41.57453485,36.13443629,40.01516988,32.81492481,35.08790525,302,387,371,424,336,359
ENSRNOG00000017642,3.734093174,4.281831961,4.352578105,3.391119525,3.302847095,3.984129047,121,132,148,119,112,135
ENSRNOG00000034090,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000034093,3.577485752,2.665133148,3.144481031,3.560087477,2.821179148,3.255111019,103,73,95,111,85,98
ENSRNOG00000061757,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000061756,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000024640,0.082951639,0.043596947,0.01976752,0,0.059460862,0,4,2,1,0,3,0
ENSRNOG00000024641,0.203034362,0.291004533,0.369378469,0.221572132,0.299829144,0.176505746,11,15,21,13,17,10
ENSRNOG00000024647,40.20628891,40.36322094,40.41117415,41.48990224,39.34601011,39.62626017,3072,2934,3240,3433,3146,3166
ENSRNOG00000020949,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000020948,0.225600142,0.20326805,0.491454061,0.148800896,0.092410855,0.184922965,7,6,16,5,3,6
ENSRNOG00000020942,0.595766919,0.726396708,0.6812975,0.374095367,0.318813418,0.273473107,25,29,30,17,14,12
ENSRNOG00000020941,25.80588598,21.36277812,25.61181938,22.71822811,24.14852185,28.51447168,193,152,201,184,189,223
ENSRNOG00000020947,17.39844354,16.78270426,16.0004052,17.25603546,17.00198917,17.45997868,486,446,469,522,497,510
ENSRNOG00000020946,19.42379941,18.02561329,21.76232044,18.58252111,15.13315755,17.1528373,222,196,261,230,181,205
ENSRNOG00000020945,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000043975,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000042266,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000052493,1.261251244,1.590824778,1.682803882,2.562195479,2.169450294,2.171116077,5,6,7,11,9,9
ENSRNOG00000030736,0,0,0,0,0.179791419,0,0,0,0,0,1,0
ENSRNOG00000030738,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000052499,2.870838442,2.73819574,2.761185006,2.994618191,2.235323487,1.982795619,108,98,109,122,88,78
ENSRNOG00000009617,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000031060,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000031061,0.467511281,0.702054127,0.636517382,0.678440493,0.510632701,0.574887074,7,10,10,11,8,9
ENSRNOG00000009613,0,0,0,0.361983116,0,0,0,0,0,2,0,0
ENSRNOG00000009610,1.855968576,0.875885421,0.938514444,1.154215855,0.651492374,0.579541069,49,22,26,33,18,16
ENSRNOG00000031065,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000029220,45.08496651,45.92369813,50.65275871,44.48638593,44.30724207,43.54783688,1196,1159,1410,1278,1230,1208
ENSRNOG00000003969,0,0.084072824,0.228668822,0.147726967,0.127388707,0.178482254,0,3,9,6,5,7
ENSRNOG00000003960,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000011777,16.95552497,15.83357181,19.90311677,16.98409296,17.41936797,18.40689796,932,828,1148,1011,1002,1058
ENSRNOG00000003967,72.64896015,70.06570846,72.19081462,62.91922965,66.35289483,65.92018616,2013,1847,2099,1888,1924,1910
ENSRNOG00000003964,25.20242562,23.21670585,23.53168135,24.05672244,22.73009666,21.06842475,445,390,436,460,420,389
ENSRNOG00000003965,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000060486,1.063023366,0.465558933,0.633148517,1.022506864,0.804191234,0.97420223,24,10,15,25,19,23
ENSRNOG00000055109,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000055108,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000055107,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000055105,0,0,0,0.801218726,0,0,0,0,0,2,0,0
ENSRNOG00000055104,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000055103,0,0.021849434,0,0.038389199,0.029799935,0,0,2,0,4,3,0
ENSRNOG00000055102,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000055101,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000055100,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000004466,4.61956122,4.383038425,6.506133311,5.473761167,5.430086331,6.489794573,113,102,167,145,139,166
ENSRNOG00000004464,40.57104159,43.92229551,42.19608738,46.35434045,50.04555603,49.1481267,3940,4058,4300,4875,5086,4991
ENSRNOG00000004461,8.30077112,8.725160328,6.70191443,5.748829373,8.262607383,9.150871392,72,72,61,54,75,83
ENSRNOG00000018359,20.83482233,22.99667147,22.68034655,20.17203701,18.99150812,20.96990571,1258,1321,1437,1319,1200,1324
ENSRNOG00000018358,42.1573904,41.81607283,41.9104231,47.88411782,47.13152263,45.08535986,1065,1005,1111,1310,1246,1191
ENSRNOG00000049509,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000049502,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000049503,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000018353,11.71393133,11.79860504,11.94823813,12.64732161,12.79275986,14.87056971,455,436,487,532,520,604
ENSRNOG00000049501,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000018355,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000049507,23.85037578,22.02612493,21.98931745,26.81988356,26.89856499,25.74862846,799,702,773,973,943,902
ENSRNOG00000018357,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000049505,7.304257178,5.06535122,6.903045067,7.808356968,8.920297762,8.231451305,241,159,239,279,308,284
ENSRNOG00000025892,25.19526798,27.01600115,26.34782223,27.63629577,25.16586566,26.94190786,2784,2840,3055,3307,2910,3113
ENSRNOG00000025890,12.20406052,13.72880177,12.67563465,12.6305601,12.31719143,13.50675194,356,381,388,399,376,412
ENSRNOG00000013038,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000025895,24.06795245,24.07914572,24.84941085,33.71803124,32.18578107,30.54641982,1079,1027,1169,1637,1510,1432
ENSRNOG00000025898,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000025899,6.605286282,5.510739861,6.853668453,5.52446419,5.83765678,5.928395155,732,581,797,663,677,687
ENSRNOG00000048459,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000048458,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000048456,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000048453,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000048452,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000048451,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000048450,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000056320,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000052458,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000052459,0.632433148,0.33230562,0.903734745,0.583999427,0.604099167,0,2,1,3,2,2,0
ENSRNOG00000052454,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000032004,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000052456,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000052457,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000052450,0,0,0.829183217,0,0,0.207946211,0,0,4,0,0,1
ENSRNOG00000052451,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000052452,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000052453,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000009436,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000037030,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000037036,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000037035,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000037039,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000019086,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000019087,5.618843424,4.388552212,5.466204025,5.512824931,5.369294177,4.179291647,144,107,147,153,144,112
ENSRNOG00000019085,27.30117048,24.81193171,26.60908492,24.90361747,28.95818522,27.55812956,1891,1635,1934,1868,2099,1996
ENSRNOG00000019082,0.353375907,0.371429531,0.269408622,0.293676745,0.202600212,0.354819846,20,20,16,18,12,21
ENSRNOG00000019080,18.70464484,19.07773338,19.52459888,15.84499251,14.88229178,15.99262586,472,458,517,433,393,422
ENSRNOG00000018683,39.69223512,40.94896172,40.81716415,38.93036131,40.78828251,37.97822074,3781,3711,4080,4016,4066,3783
ENSRNOG00000018681,0.073875985,0.105884769,0.134401871,0.099220421,0.038503987,0.115600662,11,15,21,16,6,18
ENSRNOG00000018680,237.0321712,231.8189154,247.6600095,270.2087277,258.9156215,267.3717334,3019,2809,3310,3727,3451,3561
ENSRNOG00000018687,23.78658688,22.70076616,24.03539695,22.94105501,24.78662131,21.95303199,630,572,668,658,687,608
ENSRNOG00000018686,88.65236304,98.27308788,93.63453676,103.2638523,100.5613317,99.12870802,6629,6991,7347,8362,7869,7751
ENSRNOG00000018685,8.902168841,7.94481899,6.882891067,8.995823768,8.50676308,8.593532585,106,90,86,116,106,107
ENSRNOG00000018689,6.836602544,6.450386409,7.011540248,8.116724264,6.890704153,7.876639985,420,377,452,540,443,506
ENSRNOG00000000390,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000000392,8.619388295,7.817936456,8.920710427,8.943460159,9.60931341,10.12627017,372,321,404,418,434,457
ENSRNOG00000000394,1.61938526,1.859793416,1.543253783,1.689220562,1.174934955,1.405256034,54,59,54,61,41,49
ENSRNOG00000002708,8.922887881,10.27228211,8.789164605,9.31272448,10.13874218,9.106717778,714,782,738,807,849,762
ENSRNOG00000000396,14.24859892,17.77617487,16.95367553,13.30945976,15.79321484,16.61912201,519,616,648,525,602,633
ENSRNOG00000000397,38.19522214,43.16354977,41.22603686,47.33248341,40.52696299,42.04460617,2383,2562,2699,3198,2646,2743
ENSRNOG00000002705,27.85337114,26.5747503,27.48052575,22.7873558,25.43596885,25.79280236,1105,1003,1144,979,1056,1070
ENSRNOG00000046505,2.889847987,2.226289955,2.240807037,2.287292703,2.55566398,2.351622895,161,118,131,138,149,137
ENSRNOG00000046504,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000002701,0.631371925,0.265451235,0.802237884,0,0,0.241494073,15,6,20,0,0,6
ENSRNOG00000046502,66.07805178,66.41974245,65.86151237,72.93180061,71.861303,71.22534279,2745,2625,2871,3281,3124,3094
ENSRNOG00000046501,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000046500,2.818991046,2.444010202,2.490340733,1.843058217,2.359527446,2.676159422,137,113,127,97,120,136
ENSRNOG00000033352,0,0,0,0,0.11697273,0,0,0,0,0,1,0
ENSRNOG00000033350,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000033351,16.3432337,12.01570769,14.46835658,13.31849988,12.63042712,14.39084224,366,256,340,323,296,337
ENSRNOG00000009432,109.2052031,106.4802442,100.2797472,111.2404519,109.192449,113.4746291,2114,1961,2037,2332,2212,2297
ENSRNOG00000033358,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000019550,13.64053527,13.73168035,12.92063691,11.56339565,12.19120122,11.63771287,1159,1110,1152,1064,1084,1034
ENSRNOG00000019551,28.47311742,28.26018664,21.74526967,29.68206165,30.5265406,27.8932627,287,271,230,324,322,294
ENSRNOG00000019552,21.28165783,15.78126152,18.75299427,16.01748054,17.68992165,21.60640111,146,103,135,119,127,155
ENSRNOG00000019553,41.75749698,40.15071376,41.81841077,40.59164626,42.71907468,41.58028826,2182,1996,2293,2297,2336,2272
ENSRNOG00000019555,31.19089624,29.91079895,29.04266722,25.48671989,28.23753991,29.92209251,2224,2029,2173,1968,2107,2231
ENSRNOG00000019556,12.87507861,10.10400647,12.76933526,11.18960803,10.96710684,11.64399478,221,165,230,208,197,209
ENSRNOG00000019557,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000019559,13.71949259,13.17288738,13.54931403,13.30489465,15.77137024,17.26919486,936,855,970,983,1126,1232
ENSRNOG00000009433,6.583158495,5.511270831,5.218750662,4.62646448,5.121679178,4.735587002,113,90,94,86,92,85
ENSRNOG00000037744,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000007286,7.376770988,7.080292869,7.559203013,6.206896979,7.117172968,7.531155148,518,473,557,472,523,553
ENSRNOG00000007285,1.55793843,2.39647369,2.027850265,2.456180783,2.287585632,2.252982344,41,60,56,70,63,62
ENSRNOG00000007284,47.98244448,50.89047531,49.17275984,50.51629251,52.88472831,51.07391127,1884,1901,2026,2148,2173,2097
ENSRNOG00000007283,33.17523835,31.75915973,30.63866383,30.07363271,32.46346813,31.79847937,874,796,847,858,895,876
ENSRNOG00000007281,27.72726049,25.18948132,29.52431557,29.60300488,33.1725605,31.82190388,3758,3248,4199,4345,4705,4510
ENSRNOG00000007280,24.45126989,16.26208567,23.37133432,22.82648485,24.46123798,17.64227971,1002,634,1005,1013,1049,756
ENSRNOG00000009430,34.16185738,32.41166053,33.34399349,39.47165363,36.35040688,38.25713564,1982,1789,2030,2480,2207,2321
ENSRNOG00000020446,28.61686758,25.95454988,27.27116732,23.25413276,26.87694736,22.36246845,175,151,175,154,172,143
ENSRNOG00000029318,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000029315,4.015069487,4.419729526,4.037181603,3.357242146,4.773280594,4.444326524,127,133,134,115,158,147
ENSRNOG00000029317,3.713739335,4.20386628,3.811381222,4.748363753,5.186736859,4.371131556,26,28,28,36,38,32
ENSRNOG00000029316,12.08478208,15.54260333,13.99778511,13.74490874,11.82967813,14.98625844,246,301,299,303,252,319
ENSRNOG00000029310,0,0.093344275,0.084647434,0.0819824,0,0,0,1,1,1,0,0
ENSRNOG00000036807,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000012560,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000012561,11.31389062,10.72698394,11.07134718,9.956570343,11.81269776,11.12457269,745,672,765,710,814,766
ENSRNOG00000012562,0.022494065,0,0,0.06230407,0,0,1,0,0,3,0,0
ENSRNOG00000012563,56.2410259,58.29570682,58.64693596,64.51878001,64.67618472,65.82542328,5476,5400,5992,6803,6590,6702
ENSRNOG00000012564,10.31943319,8.901144278,8.276505337,8.037901664,9.503537181,8.945761802,524,430,441,442,505,475
ENSRNOG00000034269,3.309575851,2.35888482,2.829929347,1.779236847,2.339436151,2.211152176,146,99,131,85,108,102
ENSRNOG00000012566,0.027359634,0,0,0,0,0,2,0,0,0,0,0
ENSRNOG00000012568,2.440162334,2.492315736,2.720313137,2.274538342,3.167709801,2.70781031,212,206,248,214,288,246
ENSRNOG00000003158,0.401970221,0.422422399,0.383065504,0.742191175,0.383961335,0.576447717,2,2,2,4,2,3
ENSRNOG00000003151,15.24799717,14.96153381,14.72087681,12.37452268,13.4459375,12.67685289,842,786,853,740,777,732
ENSRNOG00000003150,15.56046599,11.48809891,15.35836283,17.27653107,15.93137491,15.94343308,84,59,87,101,90,90
ENSRNOG00000041999,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000041998,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000007869,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000052411,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000007862,29.18868411,27.5683225,29.58382862,30.3486439,30.00672231,29.00262628,897,806,954,1010,965,932
ENSRNOG00000007867,9.835776957,11.1148902,10.87687212,10.12092496,11.96518238,10.41730138,586,630,680,653,746,649
ENSRNOG00000007866,1.659641491,2.141950099,1.581588316,1.765322142,2.047642178,1.808115269,79,97,79,91,102,90
ENSRNOG00000007865,0.04613522,0.048498658,0.073285515,0.113615427,0.102874677,0.235325001,3,3,5,8,7,16
ENSRNOG00000007864,6.916942211,6.099860375,7.206191266,6.360138979,8.178145234,6.670819386,236,198,258,235,292,238
ENSRNOG00000001429,11.38002562,11.28788987,12.73898708,10.80447361,11.54850535,13.36599582,355,335,417,365,377,436
ENSRNOG00000001428,2.352429821,2.158716496,2.348570451,2.41363277,2.176572547,2.071104875,63,55,66,70,61,58
ENSRNOG00000017309,37.48965075,36.05766482,37.13373462,33.77536812,36.32569022,37.98801321,1930,1766,2006,1883,1957,2045
ENSRNOG00000017307,11.95745842,11.75675891,11.68661762,18.0411709,19.11570032,17.57581999,743,695,762,1214,1243,1142
ENSRNOG00000001424,38.89308838,40.88136711,37.80049656,29.27596008,35.32768579,32.41463423,2467,2467,2516,2011,2345,2150
ENSRNOG00000001427,7.789171937,8.755686027,7.052588351,6.818170364,6.022380395,6.73791849,461,493,438,437,373,417
ENSRNOG00000001426,5.809997248,5.996977559,5.819470943,6.702253344,7.402584819,6.807550186,333,327,350,416,444,408
ENSRNOG00000017302,0,0.019634655,0,0,0,0,0,1,0,0,0,0
ENSRNOG00000001422,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057601,21.88707599,15.3374939,19.40952694,13.19326613,15.10535474,12.79119974,72,48,67,47,52,44
ENSRNOG00000028043,2.019249119,2.508418472,1.35579073,1.313688712,1.315637689,2.15049504,44,52,31,31,30,49
ENSRNOG00000028041,0.36826711,0,0.175444623,0,0,0.29346555,6,0,3,0,0,5
ENSRNOG00000028047,4.807790371,3.388195072,4.789982208,3.531467301,5.1162861,4.284246727,88,59,92,70,98,82
ENSRNOG00000028044,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000030073,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000030070,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000049063,0.911968703,1.095513034,0.434570233,0.661665865,0.871481733,0.996683267,14,16,7,11,14,16
ENSRNOG00000057246,0.259666895,0,0,0,0,0,1,0,0,0,0,0
ENSRNOG00000057247,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000042978,0.346006101,0.476553682,0.500286307,0.495777324,0.342039319,0.262423479,29,38,44,45,30,23
ENSRNOG00000057245,0,0,0,0,0.013219443,0,0,0,0,0,1,0
ENSRNOG00000057242,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057243,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057240,2.004189553,1.053081191,2.863948135,2.775602443,2.872545874,3.832791004,2,1,3,3,3,4
ENSRNOG00000057241,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000042970,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000042971,0.174984085,0.2758995,0,0.484752169,0.083593058,0,4,6,0,12,2,0
ENSRNOG00000042977,12.11691473,11.35884199,11.67002428,11.50632491,11.04497076,12.47098961,564,503,570,580,538,607
ENSRNOG00000057248,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057249,0.988176793,3.11536519,0.941702698,0.9120542,3.776554352,1.889778898,1,3,1,1,4,2
ENSRNOG00000013211,58.69435949,51.90128827,54.80772505,58.26075384,55.7710623,55.9944115,1241,1044,1216,1334,1234,1238
ENSRNOG00000005061,50.5534674,47.78368342,50.54255592,51.5507817,46.91389762,51.03748982,1975,1776,2072,2181,1918,2085
ENSRNOG00000013213,1.358012743,1.061732673,1.401123113,1.254012366,1.597995638,1.470413622,121,90,131,121,149,137
ENSRNOG00000037863,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000013215,5.441691966,5.420808305,5.795924303,6.453585183,6.338555366,6.632484975,306,290,342,393,373,390
ENSRNOG00000037865,0.044635338,0,0,0,0,0,2,0,0,0,0,0
ENSRNOG00000013217,7.15307835,5.973228536,7.612004419,5.577736246,6.265741184,6.194514003,180,143,201,152,165,163
ENSRNOG00000013216,5.050103036,5.413033281,5.699160809,5.184877418,5.302007955,5.369596006,152,155,180,169,167,169
ENSRNOG00000013218,8.945560927,7.023842844,6.26527455,7.862287395,8.857175835,8.554678256,83,62,61,79,86,83
ENSRNOG00000053334,2.466743797,2.434137328,2.494687038,1.95241092,1.77992484,2.021993389,49,46,52,42,37,42
ENSRNOG00000058399,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000053335,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000010549,21.53493765,13.99146816,19.71441273,20.04219736,21.55069366,15.81049294,254,157,244,256,266,195
ENSRNOG00000010545,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000010546,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000010547,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000010540,16.64614259,15.15737058,15.34080642,16.71176023,16.55416645,16.04228153,516,447,499,561,537,520
ENSRNOG00000010543,103.7577443,106.6125712,104.2921321,93.22900739,98.11941878,95.85411661,3562,3482,3757,3466,3525,3441
ENSRNOG00000051165,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000051164,0.156893671,0.109954066,0.647964213,0.386375994,0.349849546,0.450187304,3,2,13,8,7,9
ENSRNOG00000051167,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000051166,1.622317709,1.377319347,2.021768376,1.382875545,1.550286407,1.96914204,26,21,34,24,26,33
ENSRNOG00000051161,0.25778525,0.541802642,0.491323147,0.237927183,0.246236073,0.246371054,1,2,2,1,1,1
ENSRNOG00000051160,0.379871992,0.598948715,0.362006558,0.701563887,0.363033262,0.454107573,4,6,4,8,4,5
ENSRNOG00000051163,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000051162,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000051169,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000051168,0.373484142,0,0,0,0,0,2,0,0,0,0,0
ENSRNOG00000016905,24.2259536,25.32056378,24.24211782,25.40385156,24.70075208,25.67317547,1239,1232,1301,1407,1322,1373
ENSRNOG00000014658,4.602023081,3.796147349,4.574413987,4.038492964,4.16463673,3.774332337,302,237,315,287,286,259
ENSRNOG00000014659,0,0,0,0,0,0.060821477,0,0,0,0,0,1
ENSRNOG00000014654,35.63244248,38.07715799,39.54326758,38.92463432,36.18975184,32.75299146,541,550,630,640,575,520
ENSRNOG00000014656,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000014650,3.979251116,3.888855906,3.823484114,2.976029677,2.686895734,3.160686214,242,225,244,196,171,201
ENSRNOG00000014652,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000014653,0.09779894,0.102774934,0.139752796,0.045132579,0,0,2,2,3,1,0,0
ENSRNOG00000010896,2.760943613,2.381895053,3.07790831,3.70397208,3.360101905,3.412479507,106,87,124,154,135,137
ENSRNOG00000010897,20.92296286,20.03030157,20.79401888,23.14881176,18.60360225,22.74471996,863,786,900,1034,803,981
ENSRNOG00000010894,1.63032892,4.14889752,3.679746147,3.486316647,2.787796191,2.051426854,19,46,45,44,34,25
ENSRNOG00000010895,49.08990285,49.01499698,47.3266143,46.62387595,47.64721052,48.09357881,1717,1631,1737,1766,1744,1759
ENSRNOG00000010892,29.97951065,28.43253247,29.41398443,32.27640917,30.34079171,32.48150694,880,794,906,1026,932,997
ENSRNOG00000010893,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000010890,35.61535253,36.67752208,37.0448327,34.922885,33.26931875,35.0106567,1826,1789,1993,1939,1785,1877
ENSRNOG00000010891,22.29457532,22.71456165,22.60896365,25.68272878,23.51753736,22.24502831,1107,1073,1178,1381,1222,1155
ENSRNOG00000010898,0,0,0,0,0.52700454,0,0,0,0,0,3,0
ENSRNOG00000010899,0,0.096538108,0,0,0,0,0,2,0,0,0,0
ENSRNOG00000038512,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057862,0.179964656,0.283752427,0.085771783,0.207718898,0,0,4,6,2,5,0,0
ENSRNOG00000057863,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057860,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057866,0,0.722403522,0.327548765,0.634781986,0,0,0,2,1,2,0,0
ENSRNOG00000057867,8.254762814,7.14068476,7.527865251,7.33080068,8.265548051,8.725090504,209,172,200,201,219,231
ENSRNOG00000057864,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057865,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057868,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057869,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000044330,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000023100,0,0,0,0,0.260387572,0,0,0,0,0,2,0
ENSRNOG00000023837,4.639149538,4.681238193,3.654681563,3.94113263,4.196623341,4.258987907,75,72,62,69,71,72
ENSRNOG00000023833,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000023830,30.35745588,30.07552977,30.97275137,25.77698908,29.67601477,29.12654152,609,574,652,560,623,611
ENSRNOG00000023831,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000043204,2.439698435,1.915593503,2.549072,1.384280971,1.404406367,2.080124039,83,62,91,51,50,74
ENSRNOG00000043203,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000043201,0.788318522,0.414298891,0.464010632,0.192679027,0.288014866,0.665175826,34,17,21,9,13,30
ENSRNOG00000044463,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000016498,19.07010278,18.68503052,17.44970882,21.16785255,20.31956863,18.31765392,678,632,651,815,756,681
ENSRNOG00000019949,18.00589278,13.20692468,16.02783349,12.97265747,17.58432567,17.1246485,182,127,170,142,186,181
ENSRNOG00000019948,21.22502859,24.75064758,24.58534016,22.24161235,22.32175883,23.39287547,905,1004,1100,1027,996,1043
ENSRNOG00000019943,13.67346809,11.56759641,14.3855644,14.44285106,15.22524321,13.16923475,702,565,775,803,818,707
ENSRNOG00000019942,0,0.052728325,0,0.046310227,0.287612289,0,0,1,0,1,6,0
ENSRNOG00000019940,159.8614395,142.7747621,158.6081178,160.8310043,169.3129687,169.7691028,2335,1984,2431,2544,2588,2593
ENSRNOG00000016494,2.455660523,1.480988545,1.764711197,2.527770546,1.538757531,1.42441997,61,35,46,68,40,37
ENSRNOG00000019946,17.48811494,16.30240324,15.38849771,14.82267025,14.97313515,15.38127082,548,486,506,503,491,504
ENSRNOG00000016496,0.151827173,0.398979533,0.434060158,0.490718729,0.181362364,0.290389042,4,10,12,14,5,8
ENSRNOG00000016497,4.311090725,4.027987807,4.336631079,4.128354128,3.394885975,4.122738783,108,96,114,112,89,108
ENSRNOG00000015217,63.82782436,62.81599469,62.83623627,64.08574761,59.94936345,63.34400428,1695,1587,1751,1843,1666,1759
ENSRNOG00000015215,19.1512685,17.35910583,18.20335593,16.53617018,17.58760189,17.55345119,385,332,384,360,370,369
ENSRNOG00000015213,14.85336341,12.84586329,16.96207606,16.03067307,13.65465817,15.22330994,237,195,284,277,228,254
ENSRNOG00000015212,16.89208823,13.88092753,16.09784302,18.40386837,17.9224769,20.26045588,417,326,417,492,463,523
ENSRNOG00000015211,5.653831427,4.629926155,5.074734961,5.767205592,5.33990286,4.809578059,172,134,162,190,170,153
